,text,label,correct
62,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .,1,0.8289388418197632
63,just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,1,0.9814534187316895
64,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,0.9219217896461487
65,the invincible werner herzog is alive and well and living in la,1,0.8856314420700073
66,"morton is a great actress portraying a complex character , but morvern callar grows less compelling the farther it meanders from its shocking start .",1,0.6825737357139587
67,part of the charm of satin rouge is that it avoids the obvious with humour and lightness .,1,0.9964063763618469
68,son of the bride may be a good half-hour too long but comes replete with a flattering sense of mystery and quietness .,1,0.9780517220497131
69,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1,0.9099069833755493
70,"a taut , intelligent psychological drama .",1,0.9848109483718872
71,a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother's hold over her .,1,0.8856314420700073
72,"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",1,0.999713122844696
73,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1,0.9979493021965027
74,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .,1,0.8670357465744019
75,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible !",1,0.9888418912887573
76,"a screenplay more ingeniously constructed than "" memento """,1,0.8933094143867493
77,"if this movie were a book , it would be a page-turner , you can't wait to see what happens next .",1,0.998793363571167
78,haneke challenges us to confront the reality of sexual aberration .,1,0.9207897186279297
79,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .,1,0.8459424376487732
80,"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",1,0.9977481961250305
81,"painful to watch , but viewers willing to take a chance will be rewarded with two of the year's most accomplished and riveting film performances .",1,0.985496461391449
82,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border .",1,0.8459424376487732
83,an imaginative comedy/thriller .,1,0.9805806875228882
84,"a few artsy flourishes aside , narc is as gritty as a movie gets these days .",1,0.8902942538261414
85,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at .",1,0.8774768114089966
86,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema .",1,0.9975274205207825
87,"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,0.9814534187316895
88,"the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .",1,0.9995417594909668
89,a sports movie with action that's exciting on the field and a story you care about off it .,1,0.9987356066703796
90,"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie's spycraft and uses damon's ability to be focused and sincere .",1,0.9702399373054504
91,the tenderness of the piece is still intact .,1,0.9908744096755981
92,"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,0.9914224743843079
93,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated .",1,0.9865716695785522
94,while mcfarlane's animation lifts the film firmly above the level of other coming-of-age films . . . it's also so jarring that it's hard to get back into the boys' story .,1,0.9511421918869019
95,"if nothing else , this movie introduces a promising , unusual kind of psychological horror .",1,0.9977830052375793
96,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",1,0.9046505093574524
97,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .,1,0.7490872144699097
98,. . . a roller-coaster ride of a movie,1,0.9664104580879211
99,"i enjoyed time of favor while i was watching it , but i was surprised at how quickly it faded from my memory .",1,0.9416541457176208
100,"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,0.9982993006706238
101,steve irwin's method is ernest hemmingway at accelerated speed and volume .,1,0.9603611826896667
102,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .,1,0.9603611826896667
103,"on the surface , it's a lovers-on-the-run crime flick , but it has a lot in common with piesiewicz's and kieslowski's earlier work , films like the double life of veronique .",1,0.9884918928146362
104,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure .",1,0.9996849298477173
105,"if it's possible for a sequel to outshine the original , then sl2 does just that .",1,0.9934101700782776
106,a romantic comedy that operates by the rules of its own self-contained universe .,1,0.9893474578857422
107,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it's the ultimate redneck road-trip .",1,0.9539660811424255
108,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm,1,0.9925393462181091
109,"it might be tempting to regard mr . andrew and his collaborators as oddballs , but mr . earnhart's quizzical , charming movie allows us to see them , finally , as artists .",1,0.9976769089698792
110,a feel-good picture in the best sense of the term .,1,0.9997387528419495
111,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery .",1,0.9953181147575378
112,"a mostly intelligent , engrossing and psychologically resonant suspenser .",1,0.9793540239334106
113,"it's this memory-as-identity obviation that gives secret life its intermittent unease , reaffirming that long-held illusions are indeed reality , and that erasing them recasts the self .",1,0.8499711751937866
114,"hip-hop has a history , and it's a metaphor for this love story .",1,0.9907320141792297
115,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level .",1,0.9942697286605835
116,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there .",1,0.9980732202529907
117,"between the drama of cube ? s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results .",1,0.9969722032546997
118,"a gentle , compassionate drama about grief and healing .",1,0.9983256459236145
119,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",1,0.8558511734008789
120,digital-video documentary about stand-up comedians is a great glimpse into a very different world .,1,0.9951702952384949
121,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",1,0.9991030693054199
122,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to .",1,0.9585376977920532
123,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography .",1,0.9962345957756042
124,you should pay nine bucks for this : because you can hear about suffering afghan refugees on the news and still be unaffected . dramas like this make it human .,1,0.7981867790222168
125,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences .",1,0.9693241715431213
126,"it's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,0.9982725381851196
127,"run , don't walk , to see this barbed and bracing comedy on the big screen .",1,0.929440438747406
128,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,0.9877586960792542
129,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale .",1,0.8459424376487732
130,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",1,0.9890130758285522
131,"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,0.9875683188438416
132,"merely as a technical , logistical feat , russian ark marks a cinematic milestone .",1,0.9787126779556274
133,"[schweiger is] talented and terribly charismatic , qualities essential to both movie stars and social anarchists .",1,0.9648551344871521
134,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .,1,0.9891815781593323
135,an original gem about an obsession with time .,1,0.9719924926757812
136,it will delight newcomers to the story and those who know it from bygone days .,1,0.9985221028327942
137,gloriously goofy ( and gory ) midnight movie stuff .,1,0.9811668992042542
138,the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .,1,0.999045193195343
139,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket .",1,0.9793540239334106
140,"it's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene .",1,0.8577680587768555
141,it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,0.9883127808570862
142,"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",1,0.9835969805717468
143,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism .",1,0.999373733997345
144,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech .",1,0.9334307909011841
145,"far from perfect , but its heart is in the right place . . . innocent and well-meaning .",1,0.9995197057723999
146,"a sad , superior human comedy played out on the back roads of life .",1,0.957277774810791
147,"waydowntown is by no means a perfect film , but its boasts a huge charm factor and smacks of originality .",1,0.9981030225753784
148,"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,0.9976032376289368
149,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent .",1,0.8128673434257507
150,"enormously likable , partly because it is aware of its own grasp of the absurd .",1,0.9859364032745361
151,"here's a british flick gleefully unconcerned with plausibility , yet just as determined to entertain you .",1,0.9956005811691284
152,"it's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1,0.997065007686615
153,must be seen to be believed .,1,0.9334307909011841
154,"ray liotta and jason patric do some of their best work in their underwritten roles , but don't be fooled : nobody deserves any prizes here .",1,0.7279754281044006
155,"everything that has to do with yvan and charlotte , and everything that has to do with yvan's rambunctious , jewish sister and her non-jew husband , feels funny and true .",1,0.9005298018455505
156,"sweet home alabama "" is what it is  a nice , harmless date film . . .",1,0.9539660811424255
157,"the year's happiest surprise , a movie that deals with a real subject in an always surprising way .",1,0.998498797416687
158,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,1,0.9981324076652527
159,"its mysteries are transparently obvious , and it's too slowly paced to be a thriller . [but it's] worth recommending because of two marvelous performances by michael caine and brendan fraser .",1,0.9728307723999023
160,"the film is faithful to what one presumes are the book's twin premises -- that we become who we are on the backs of our parents , but we have no idea who they were at our age ; and that time is a fleeting and precious commodity no matter how old you are .",1,0.9407896995544434
161,stephen earnhart's homespun documentary mule skinner blues has nothing but love for its posse of trailer park denizens .,1,0.9814534187316895
162,a solidly seaworthy chiller .,1,0.8539127111434937
163,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .",1,0.9979169964790344
164,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises .",1,0.9983256459236145
165,a well-made thriller with a certain level of intelligence and non-reactionary morality .,1,0.9961155652999878
166,"there's enough science to make it count as educational , and enough beauty to make it unforgettable .",1,0.9989350438117981
167,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand .",1,0.709019124507904
168,makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran's borderlands .,1,0.7853085398674011
169,"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",1,0.9481545686721802
170,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,0.9736446738243103
171,nair does capture the complexity of a big family and its trials and tribulations . . .,1,0.9693241715431213
172,"the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .",1,0.8774768114089966
173,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .,1,0.7826625108718872
174,ranks among willams' best screen work .,1,0.9898303151130676
175,engagingly captures the maddening and magnetic ebb and flow of friendship .,1,0.9946980476379395
176,an experience so engrossing it is like being buried in a new environment .,1,0.9987550973892212
177,"it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit .",1,0.9989677667617798
178,thoroughly enjoyable .,1,0.9986541271209717
179,"maybe it's just because this past year has seen the release of some of the worst film comedies in decades . . . but honestly , analyze that really isn't all that bad .",1,0.9728307723999023
180,"a droll , well-acted , character-driven comedy with unexpected deposits of feeling .",1,0.9947799444198608
181,this is simply the most fun you'll ever have with a documentary !,1,0.9978172779083252
182,a very funny movie .,1,0.9852713346481323
183,"watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting .",1,0.9362850189208984
184,a cop story that understands the medium amazingly well .,1,0.9968763589859009
185,"one of the best , most understated performances of [jack nicholson's] career .",1,0.9908744096755981
186,"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .",1,0.9111796617507935
187,those outside show business will enjoy a close look at people they don't really want to know .,1,0.7310585379600525
188,the kind of nervous film that will either give you a mild headache or exhilarate you .,1,0.9674102663993835
189,watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,1,0.8056321740150452
190,"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted .",1,0.9996259212493896
191,a fascinating and fun film .,1,0.9994022846221924
192,"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure .",1,0.9991958737373352
193,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance .",1,0.9974884986877441
194,i admired this work a lot .,1,0.9992903470993042
195,"whether you're moved and love it , or bored or frustrated by the film , you'll still feel something .",1,0.9912885427474976
196,. . . there are enough moments of heartbreaking honesty to keep one glued to the screen .,1,0.9914224743843079
197,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts . she must have a very strong back .",1,0.9936116337776184
198,"a smart , sweet and playful romantic comedy .",1,0.9995487332344055
199,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .,1,0.9974884986877441
200,"without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .",1,0.9822876453399658
201,"solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts .",1,0.9304582476615906
202,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",1,0.9983515739440918
203,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .,1,0.9915544390678406
204,it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke .,1,0.9032942056655884
205,"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",1,0.5851011276245117
206,"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya .",1,0.9621075391769409
207,"narc may not get an 'a' for originality , but it wears its b-movie heritage like a badge of honor .",1,0.9960545301437378
208,"with the film's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",1,0.9149009585380554
209,"[drumline] is entertaining for what it does , and admirable for what it doesn't do .",1,0.939024806022644
210,at its best early on as it plays the culture clashes between the brothers .,1,0.9518632292747498
211,"[a] rare , beautiful film .",1,0.9910145401954651
212,an unabashedly schmaltzy and thoroughly enjoyable true story .,1,0.9993833303451538
213,a thoughtful look at a painful incident that made headlines in 1995 .,1,0.8499711751937866
214,you walk out of the good girl with mixed emotions  disapproval of justine combined with a tinge of understanding for her actions .,1,0.9184802770614624
215,tsai ming-liang has taken his trademark style and refined it to a crystalline point .,1,0.9799765348434448
216,"purely propaganda , a work of unabashed hero worship , it is nonetheless -- and likely inadvertently -- a timely and invaluable implicit reminder of the role that u . s . foreign policy has played in the rise of castro .",1,0.9504110217094421
217,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism .",1,0.9697853922843933
218,we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed .,1,0.986151397228241
219,"though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial .",1,0.9916841983795166
220,"daring , mesmerizing and exceedingly hard to forget .",1,0.9875683188438416
221,the dangerous lives of altar boys' take on adolescence feels painfully true .,1,0.7799928784370422
222,moore's performance impresses almost as much as her work with haynes in 1995's safe .,1,0.9678993225097656
223,"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",1,0.9987157583236694
224,"an absorbing , slice-of-depression life that touches nerves and rings true .",1,0.9828232526779175
225,"mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .",1,0.8652240633964539
226,the result is something quite fresh and delightful .,1,0.9992903470993042
227,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure .,1,0.9942697286605835
228,despite its many infuriating flaws -- not the least of which is amy's self-absorbed personality -- amy's o's honesty will win you over .,1,0.8872045874595642
229,this is one of polanski's best films .,1,0.9728307723999023
230,"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,0.9881309270858765
231,polished korean political-action film is just as good -- and bad -- as hollywood action epics . is this progress ?,1,0.9399133324623108
232,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone .",1,0.8438951373100281
233,denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances,1,0.9919379353523254
234,"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .",1,0.9566342234611511
235,"i admired it , particularly that unexpected downer of an ending .",1,0.8887587189674377
236,"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .",1,0.9559813141822815
237,remarkably accessible and affecting .,1,0.9986329674720764
238,"never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .",1,0.9799765348434448
239,"a triumph of art direction over narrative , but what art direction !",1,0.859663724899292
240,behan himself knew how to spin a tale and one can't help but think he'd appreciate this attempt to turn his life into art .,1,0.9881309270858765
241,"jirí hubac's script is a gem . his characters are engaging , intimate and the dialogue is realistic and greatly moving . the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .",1,0.9997428059577942
242,"moore's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that's still very much playing itself out .",1,0.9928786158561707
243,"the additional storyline is interesting and entertaining , but it doesn't have the same magical quality as the beginning of the story . i like the new footage and still love the old stuff .",1,0.9884918928146362
244,"though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium .",1,0.9907320141792297
245,you might not buy the ideas . but you'll definitely want the t-shirt .,1,0.9637799859046936
246,provides an intriguing window into the imagination and hermetic analysis of todd solondz .,1,0.9489172697067261
247,"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",1,0.9865716695785522
248,presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it .,1,0.8311430811882019
249,"just what makes us happy , anyway ?",1,0.9886682629585266
250,"a thoughtful , moving piece that faces difficult issues with honesty and beauty .",1,0.9998390674591064
251,one of the greatest romantic comedies of the past decade .,1,0.9946980476379395
252,"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid .",1,0.8221890926361084
253,"benefits from a strong performance from zhao , but it's dong jie's face you remember at the end .",1,0.8918110132217407
254,this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,1,0.9938070178031921
255,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun .",1,0.9950946569442749
256,it ultimately stands forth as an important chronicle of the abuses of one of latin america's most oppressive regimes .,1,0.637030839920044
257,"the movie has a soft , percolating magic , a deadpan suspense .",1,0.9961155652999878
258,a well-made and often lovely depiction of the mysteries of friendship .,1,0.9980732202529907
259,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .",1,0.9032942056655884
260,. . . understands that a generation defines its music as much as the music defines a generation .,1,0.9835969805717468
261,the transporter is as lively and as fun as it is unapologetically dumb,1,0.9867772459983826
262,"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms . vardalos' memories and insights .",1,0.9399133324623108
263,has it ever been possible to say that williams has truly inhabited a character ? it is now .,1,0.9407896995544434
264,"by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible -- which forces us to confront what's possible and what we might do to make it so .",1,0.9993638396263123
265,"an impressive debut for first-time writer-director mark romanek , especially considering his background is in music video .",1,0.9969245791435242
266,"an incendiary , deeply thought-provoking look at one of the most peculiar ( and peculiarly venomous ) bigotries in our increasingly frightening theocracy",1,0.7025300860404968
267,"all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit .",1,0.9992563128471375
268,""" its successes are also tempered with elements which prove the direct antithesis of what it gets right . """,1,0.970687747001648
269,it's solid and affecting and exactly as thought-provoking as it should be .,1,0.9896718263626099
270,this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first .,1,0.9987356066703796
271,"parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",1,0.8397339582443237
272,münch's genuine insight makes the film's occasional overindulgence forgivable .,1,0.986151397228241
